GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
RUFY4	4.003606	1.43E-24	GSE121212	L_N	Up	yes	yes	no	no	Human
S100A12	2.973173	2.66E-28	18_L	L_N	Up	yes	yes	no	yes	Human
S100A12	4.396019	5.06E-14	GSE121212	L_N	Up	yes	yes	no	yes	Human
S100A12	2.85	0.14	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
S100A2	2.429524	2.89E-32	GSE121212	L_N	Up	yes	yes	no	no	Human
S100A3	3.480868	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
S100A3	2.911059	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
S100A7	4.188557	7.06E-75	18_L	L_N	Up	yes	yes	no	yes	Human
S100A7	5.634482	6.42E-36	GSE121212	L_N	Up	yes	yes	no	yes	Human
S100A7	3.2	0.0159	GSE140227	L_N	Up	yes	yes	no	yes	Human
S100A7	3.68	4.60E-06	GSE75890	L_N	Up	yes	yes	no	yes	Human
S100A7A	3.770772	2.29E-79	18_L	L_N	Up	yes	yes	no	no	Human
S100A7A	6.495736	1.32E-27	GSE121212	L_N	Up	yes	yes	no	no	Human
S100A7A	3.91	0.0227	GSE140227	L_N	Up	yes	yes	no	no	Human
S100A7A	2.69	0.018	GSE32924	L_N	Up	yes	yes	no	no	Human
S100A7A	3.74	0.0081	GSE75890	L_N	Up	yes	yes	no	no	Human
S100A7A	2.69	0.00074	GSE58558	L_vs_NL	Up	yes	yes	no	no	Human
S100A7A	4.2	0.15	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
S100A8	3.756796	3.10E-46	18_L	L_N	Up	yes	yes	no	yes	Human
S100A8	5.752967	2.00E-35	GSE121212	L_N	Up	yes	yes	no	yes	Human
S100A8	3.29	2.00E-05	GSE16161	L_N	Up	yes	yes	no	yes	Human
S100A8	3.08	0.078	GSE5667	L_N	Up	yes	yes	no	yes	Human
S100A8	4.712835	0.000649	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
S100A8	3.23	0.00015	GSE75890	L_N	Up	yes	yes	no	yes	Human
S100A8	2.62	0.22	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
S100A8	3.309787	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
S100A9	4.284063	7.43E-67	18_L	L_N	Up	yes	yes	no	no	Human
S100A9	5.710103	2.29E-34	GSE121212	L_N	Up	yes	yes	no	no	Human
S100A9	4.91	4.70E-05	GSE16161	L_N	Up	yes	yes	no	no	Human
S100A9	3.35	0.015	GSE32924	L_N	Up	yes	yes	no	no	Human
S100A9	4.13	0.054	GSE5667	L_N	Up	yes	yes	no	no	Human
S100A9	10.1555	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
S100A9	4.25	3.70E-06	GSE75890	L_N	Up	yes	yes	no	no	Human
S100A9	2.53	0.36	Chronic_GSE36842	L_vs_NL	Up	yes	yes	no	no	Human
S100A9	3	0.18	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	no	Human
S100A9	2.22	0.00029	GSE58558	L_vs_NL	Up	yes	yes	no	no	Human
S100A9	2.95	0.15	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
S100A9	4.868624	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
S100P	2.401344	8.71E-17	GSE121212	L_N	Up	yes	yes	no	no	Human
S100P	3.586616	0.000164	GSE6012_L	L_N	Up	yes	yes	no	no	Human
S100P	2.596076	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SAA1	4.283744	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SAA1	3.651333	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SAA1	3.30719	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SAA1	3.199866	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SAMSN1	2.304117	4.89E-25	GSE121212	L_N	Up	yes	yes	no	no	Human
SAMSN1	2.850613	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SAMSN1	2.09885	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SCAF1	2.321001	0.000941	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SCEL	-2.35	5.50E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
SCGB3A2	-3.07686	4.95E-22	GSE121212	L_N	Down	yes	yes	no	yes	Human
SCN2A	2.098135	0.004166	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SCN2A	2.20048	0.025696	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SCN3A	2.135503	0.042631	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SCN3A	3.644425	0.008595	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SCO2	2.12	0.00074	GSE16161	L_N	Up	yes	yes	no	no	Human
SCUBE1	-2.17149	7.81E-15	GSE121212	L_N	Down	yes	yes	no	no	Human
SCUBE3	2.185615	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SCUBE3	2.106052	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SCUBE3	2.135752	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SEC31B	2.824874	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SEC31B	2.545841	0.00135	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SELE	2.406392	2.84E-39	18_L	L_N	Up	yes	yes	no	yes	Human
SELE	2.441561	9.54E-27	GSE121212	L_N	Up	yes	yes	no	yes	Human
SELE	2.03	0.00074	GSE32924	L_N	Up	yes	yes	no	yes	Human
SELE	2.03	0.2	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
SELE	3.362424	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SELL	3.507264	0.001919	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SELL	2.96655	0.0027	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SELL	2.896755	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SELL	2.066301	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SELP	3.328929	0.037809	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SELP	3.586837	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SERINC5	2.389769	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SERPINA1	2.43	0.007	GSE140227	L_N	Up	yes	yes	no	yes	Human
SERPINA1	2.43	0.007	GSE140227	L_N	Up	yes	yes	no	yes	Human
SERPINA1	2.43	0.007	GSE140227	L_N	Up	yes	yes	no	yes	Human
SERPINA12	-3.01	1.60E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
SERPINA3	2.282635	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SERPINA3	2.884558	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SERPINA3	2.017752	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SERPINA7	2.835542	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SERPINB11	-2.05706	0.002093	GSE121212	L_N	Down	yes	yes	no	no	Human
SERPINB11	3.35	0.011	GSE140227	L_N	Up	yes	yes	no	no	Human
SERPINB3	2.360592	1.33E-32	18_L	L_N	Up	yes	yes	no	no	Human
SERPINB3	4.113621	1.36E-49	GSE121212	L_N	Up	yes	yes	no	no	Human
SERPINB3	2.51	0.017	GSE16161	L_N	Up	yes	yes	no	no	Human
SERPINB3	2.06	0.078	GSE5667	L_N	Up	yes	yes	no	no	Human
SERPINB3	2.94	2.40E-10	GSE75890	L_N	Up	yes	yes	no	no	Human
SERPINB3	2.9	0.018	Acute_GSE36842	L_vs_NL	Up	yes	yes	no	no	Human
SERPINB3	2.19	0.19	Chronic_GSE36842	L_vs_NL	Up	yes	yes	no	no	Human
SERPINB3	2.44	7.30E-05	GSE58558	L_vs_NL	Up	yes	yes	no	no	Human
SERPINB3	3.24	0.14	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
SERPINB4	3.007274	4.14E-33	18_L	L_N	Up	yes	yes	no	yes	Human
SERPINB4	7.179486	1.29E-43	GSE121212	L_N	Up	yes	yes	no	yes	Human
SERPINB4	5.38	0.00017	GSE16161	L_N	Up	yes	yes	no	yes	Human
SERPINB4	3.97	0.014	GSE32924	L_N	Up	yes	yes	no	yes	Human
SERPINB4	4.56	0.048	GSE5667	L_N	Up	yes	yes	no	yes	Human
SERPINB4	7.553822	0.000246	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SERPINB4	4.95	5.80E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
SERPINB4	2.61	0.1	GSE27887	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	2.05	0.17	GSE32924_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	3.05	0.18	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	2.75	0.00015	GSE58558	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	4.36	0.15	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	3.355346	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SERPINB4	2.25128	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
SERPINB7	-3.02	1.40E-05	GSE16161	L_N	Down	yes	yes	no	yes	Human
SERPINB7	-2.35	0.0013	GSE32924	L_N	Down	yes	yes	no	yes	Human
SERPINE1	2.323094	1.09E-37	18_L	L_N	Up	yes	yes	yes	yes	Human
SERPINE1	3.225314	3.29E-27	GSE121212	L_N	Up	yes	yes	yes	yes	Human
SERPINE1	4.262659	0.000649	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
SERPINE1	3.738047	0.003762	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
SERPINE1	3.600727	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	yes	Human
SERPINE1	2.820535	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	yes	Human
SESN3	2.154394	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SEZ6	2.006911	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SF3B3	2.573571	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SGCA	2.033901	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SGK2	2.03131	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SGSM2	2.564505	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SH2D2A	2.305329	5.08E-21	GSE121212	L_N	Up	yes	yes	no	no	Human
SH2D5	3.227819	6.17E-25	18_L	L_N	Up	yes	yes	no	no	Human
SH2D5	4.509482	2.53E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
SH3BP1	2.469834	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SH3GL1	2.708087	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SIRPB2	2.371594	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SIRPB2	2.94973	0.012876	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SIRPG	2.056804	5.99E-08	GSE121212	L_N	Up	yes	yes	no	no	Human
SKAP1	2.554059	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SKAP1	2.360243	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SKAP2	2.347704	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SKAP2	3.927443	0.001106	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLAIN1	2.648137	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLAMF1	2.487752	3.88E-21	GSE121212	L_N	Up	yes	yes	no	yes	Human
SLAMF9	2.778623	2.73E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
SLC10A2	2.774607	0.019631	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC11A1	3.066381	0.000201	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC11A1	2.077935	8.74E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC11A1	2.001783	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC11A1	2.366694	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC12A8	2.56097	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC12A8	2.338839	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC13A1	2.003148	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC16A14	2.940474	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC16A14	2.02573	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC16A14	2.36896	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC16A4	2.080956	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC17A8	2.072222	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC22A16	3.04467	8.74E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC22A16	2.406039	0.011134	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC22A5	2.765317	0.014855	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SLC24A5	2.335104	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC25A23	2.391012	0.025696	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC25A25	2.386143	8.80E-48	18_L	L_N	Up	yes	yes	no	no	Human
SLC25A43	2.038929	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC26A4	6.960997	0.003088	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC26A4	4.859256	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC26A6	2.647482	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC26A6	2.085234	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC27A1	2.046737	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC27A5	2.004505	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC27A6	2.005748	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC2A1	2.034486	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	no	Human
SLC30A2	2.059356	0.02776	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC35B3	2.634969	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC35D3	-2.37014	5.38E-05	GSE121212	L_N	Down	yes	yes	no	no	Human
SLC36A2	2.017954	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC38A5	2.012095	0.03332	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC39A12	2.378003	0.021098	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SLC39A12	3.102488	0.012028	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC39A3	2.14	0.0003	GSE140227	L_N	Up	yes	yes	no	no	Human
SLC39A3	2.14	0.0003	GSE140227	L_N	Up	yes	yes	no	no	Human
SLC39A3	2.14	0.0003	GSE140227	L_N	Up	yes	yes	no	no	Human
SLC46A2	-2.24	1.40E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
SLC4A5	2.059182	0.014855	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SLC5A1	2.521823	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC5A5	6.563283	5.89E-29	GSE121212	L_N	Up	yes	yes	no	no	Human
SLC5A5	2.2	0.0114	GSE140227	L_N	Up	yes	yes	no	no	Human
SLC5A8	2.012362	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLC6A1	2.789807	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLCO1A2	-3.21394	4.62E-13	GSE121212	L_N	Down	yes	yes	no	no	Human
SLCO1C1	2.329627	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLCO5A1	2.295341	4.43E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
SLFNL1	2.251878	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SLN	-2.9873	1.48E-11	GSE121212	L_N	Down	yes	yes	no	no	Human
SLURP1	-2.24	0.0033	GSE16161	L_N	Down	yes	yes	no	yes	Human
SLURP1	-2.16	0.014	GSE32924	L_N	Down	yes	yes	no	yes	Human
SMAD3	2.024914	0.03332	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SMAD6	2.312011	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SMYD1	2.533443	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SNAP25	2.084177	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SNCA	2.406209	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SNCA	2.575512	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SNTB1	-2.05853	1.88E-44	GSE121212	L_N	Down	yes	yes	no	no	Human
SOBP	2.250113	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SOCS3	2.645311	2.48E-47	18_L	L_N	Up	yes	yes	no	yes	Human
SOCS3	3.270563	8.18E-51	GSE121212	L_N	Up	yes	yes	no	yes	Human
SORCS1	2.542903	0.008266	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SOST	4.333661	1.81E-10	GSE121212	L_N	Up	yes	yes	no	no	Human
SOX2	2.356765	4.98E-22	GSE121212	L_N	Up	yes	yes	no	no	Human
SOX2	2.01	0.0373	GSE140227	L_N	Up	yes	yes	no	no	Human
SOX2	2.01	0.0373	GSE140227	L_N	Up	yes	yes	no	no	Human
SOX2	2.01	0.0373	GSE140227	L_N	Up	yes	yes	no	no	Human
SOX2	2.01	0.0373	GSE140227	L_N	Up	yes	yes	no	no	Human
SOX5	2.054607	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
SP100	2.209544	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SP8	-2.56897	2.38E-23	18_L	L_N	Down	yes	yes	no	no	Human
SPATA22	2.308571	0.024852	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SPI1	2.089325	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SPIB	2.308865	3.60E-10	GSE121212	L_N	Up	yes	yes	no	no	Human
SPINK1	-2.08875	1.17E-15	18_L	L_N	Down	yes	yes	no	no	Human
SPINK1	-2.97843	1.58E-20	GSE121212	L_N	Down	yes	yes	no	no	Human
SPINK4	2.059736	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SPOCK2	2.006531	2.69E-25	GSE121212	L_N	Up	yes	yes	no	no	Human
SPP1	2.47585	0.000167	18_L	L_N	Up	yes	yes	yes	no	Human
SPP2	2.137616	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SPRR1A	3.284526	1.84E-27	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR1A	2.6	0.0194	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR1A	2.92	4.20E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
SPRR1B	2.205312	7.46E-36	18_L	L_N	Up	yes	yes	no	yes	Human
SPRR1B	3.234255	1.07E-37	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR1B	2.32	0.0102	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR1B	2.63	1.10E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
SPRR1B	2.04	0.018	Acute_GSE36842	L_vs_NL	Up	yes	yes	no	yes	Human
SPRR2A	3.228903	7.49E-36	18_L	L_N	Up	yes	yes	no	yes	Human
SPRR2A	6.108067	5.43E-27	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR2A	2.35	0.0202	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR2A	2.35	0.0202	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR2A	2.39	0.061	GSE5667	L_N	Up	yes	yes	no	yes	Human
SPRR2A	2.69	0.04	Acute_GSE36842	L_vs_NL	Up	yes	yes	no	yes	Human
SPRR2A	2.05	0.0041	GSE58558	L_vs_NL	Up	yes	yes	no	yes	Human
SPRR2B	3.549381	5.67E-47	18_L	L_N	Up	yes	yes	no	yes	Human
SPRR2B	5.94936	4.62E-33	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR2B	2.17	0.0241	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR2B	5.32	7.10E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
SPRR2D	2.754703	2.54E-42	18_L	L_N	Up	yes	yes	no	yes	Human
SPRR2D	4.236436	5.73E-43	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR2D	2.32	0.0159	GSE140227	L_N	Up	yes	yes	no	yes	Human
SPRR2E	2.990546	3.54E-33	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR2E	2.34	0.00093	GSE75890	L_N	Up	yes	yes	no	yes	Human
SPRR2F	2.944415	2.88E-38	18_L	L_N	Up	yes	yes	no	no	Human
SPRR2F	5.920545	1.84E-23	GSE121212	L_N	Up	yes	yes	no	no	Human
SPRR2F	2.16	0.0178	GSE140227	L_N	Up	yes	yes	no	no	Human
SPRR2F	2.84	0.033	GSE75890	L_N	Up	yes	yes	no	no	Human
SPRR2G	3.772331	1.28E-77	18_L	L_N	Up	yes	yes	no	no	Human
SPRR2G	4.570166	9.57E-38	GSE121212	L_N	Up	yes	yes	no	no	Human
SPRR2G	2.74	0.016	GSE5667	L_N	Up	yes	yes	no	no	Human
SPRR2G	2.54	0.00087	GSE75890	L_N	Up	yes	yes	no	no	Human
SPRR2G	2.351817	2.68E-34	18_NL_N	NL_N	Up	yes	yes	no	no	Human
SPRR3	2.278908	1.32E-10	18_L	L_N	Up	yes	yes	no	yes	Human
SPRR3	3.931818	2.15E-09	GSE121212	L_N	Up	yes	yes	no	yes	Human
SPRR3	2.02	0.23	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
SRD5A2	-2.14489	0.000751	GSE121212	L_N	Down	yes	yes	no	no	Human
SRGN	2.677694	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SRGN	2.324638	0.0003	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SRGN	2.302449	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SRGN	2.11106	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SRRM1	2.204764	0.042802	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
SSTR2	2.17182	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SSX5	3.06564	0.0027	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
ST6GALNAC1	2.547072	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
STEAP4	2.256685	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
STEAP4	2.14588	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
STEAP4	2.041825	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
STK31	2.821455	0.006077	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
STK39	2.361809	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
STRA8	-2.85821	7.11E-06	GSE121212	L_N	Down	yes	yes	no	no	Human
SULT1B1	2.406719	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
SULT1E1	2.424591	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SYK	4.168633	4.56E-05	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SYK	2.186631	0.000649	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
SYK	2.609797	0.006077	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
SYNE1	2.020606	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
SYNE1	2.579213	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TAL1	2.030041	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TAPBP	2.287609	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TBC1D8B	2.026313	0.005998	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TBX1	2.542849	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TBX1	2.645309	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TBX20	4.304007	6.97E-08	GSE121212	L_N	Up	yes	yes	no	no	Human
TCEA2	2.008721	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TCHH	2.684852	0.025696	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
TCHH	2.11	0.14	GSE75890	L_N	Up	yes	yes	no	yes	Human
TCHH	2.262483	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
TCHH	3.264244	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
TCHP	2.067774	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TCN1	2.966321	1.06E-35	18_L	L_N	Up	yes	yes	no	no	Human
TCN1	5.118271	1.89E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
TCN1	4.843914	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TCN1	4.514368	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TCN1	2.35	0.02	GSE75890	L_N	Up	yes	yes	no	no	Human
TCN1	2.67	0.18	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
TCN1	3.570463	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TCOF1	2.044218	0.019631	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
TDO2	2.356015	0.039899	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
TEKT5	2.422362	0.012876	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
TEX101	3.138589	4.21E-25	GSE121212	L_N	Up	yes	yes	no	no	Human
TEX11	3.841921	4.18E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
TEX15	3.412311	9.16E-12	GSE121212	L_N	Up	yes	yes	no	no	Human
TFEC	2.406856	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TGFBI	3.037487	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
THRSP	-2.06	0.031	GSE140227	L_N	Down	yes	yes	no	no	Human
THRSP	-2.13	0.038	GSE32924	L_N	Down	yes	yes	no	no	Human
THRSP	-2.34	0.0078	GSE27887	L_vs_NL	Down	yes	yes	no	no	Human
THRSP	-2.55	0.062	GSE32924_LvsNL	L_vs_NL	Down	yes	yes	no	no	Human
TIFAB	2.176441	4.46E-16	GSE121212	L_N	Up	yes	yes	no	no	Human
